"STATION","NAME","DATE","PGTM","PRCP","SNOW","SNWD","TMAX","TMIN","WDF1","WDFG","WDFI","WDFM","WSF1","WSFG","WSFI","WSFM","WT01","WT03","WT04","WT05","WT06","WT08","WT11","WT14","WT16","WT18"
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-05",,"0.00","0.0","0","70","53",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-06",,"0.00","0.0","0","74","57",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-07",,"0.00","0.0","0","76","55",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-08",,"0.00","0.0","0","74","56",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-09",,"0.00","0.0","0","80","59",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-10",,"0.00","0.0","0","78","60",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-11",,"0.00","0.0","0","64","56",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-12",,"0.01","0.0","0","69","56",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-13",,"0.00","0.0","0","66","52",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-14",,"0.00","0.0","0","72","53",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-15",,"0.00","0.0","0","73","51",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-16",,"0.00","0.0","0","76","53",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-17",,"0.00","0.0","0","73","51",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-18",,"0.00","0.0","0","65","51",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-19",,"0.00","0.0","0","63","53",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-20",,"0.00","0.0","0","72","54",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-21",,"0.00","0.0","0","64","52",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-22",,"0.00","0.0","0","66","56",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-23",,"0.00","0.0","0","77","54",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-24",,"0.00","0.0","0","80","55",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-25",,"0.00","0.0","0","65","55",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-26",,"0.00","0.0","0","64","56",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-27",,"0.00","0.0","0","73","55",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-28",,"0.00","0.0","0","75","52",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-29",,"0.00","0.0","0","75","51",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-30",,"0.00","0.0","0","79","55",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-08-31",,"0.00","0.0","0","82","55",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-01",,"0.00","0.0","0","82","56",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-02",,"0.00","0.0","0","73","52",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-03",,"0.00","0.0","0","62","54",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-04",,"0.00","0.0","0","64","54",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-05",,"0.00","0.0","0","61","51",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-06",,"0.00","0.0","0","60","54",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-07",,"0.00","0.0","0","65","51",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-08",,"0.00","0.0","0","67","45",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-09",,"0.00","0.0","0","66","47",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-10",,"0.00","0.0","0","64","47",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-11",,"0.09","0.0","0","57","52",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-12",,"0.06","0.0","0","63","51",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-13",,"0.00","0.0","0","66","53",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-14",,"0.35","0.0","0","62","52",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-15",,"0.00","0.0","0","64","46",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-16",,"0.00","0.0","0","72","52",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-17",,"0.00","0.0","0","75","49",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-18",,"0.00","0.0","0","61","53",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-19",,"0.00","0.0","0","60","47",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-20",,"0.00","0.0","0","64","47",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-21",,"0.00","0.0","0","69","51",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-22",,"0.00","0.0","0","80","57",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-23",,"0.00","0.0","0","65","54",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-24",,"0.00","0.0","0","65","57",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-25",,"0.00","0.0","0","62","52",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-26",,"0.00","0.0","0","61","52",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-27",,"0.00","0.0","0","68","51",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-28",,"0.00","0.0","0","56","54",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-29",,"0.00","0.0","0","61","54",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-09-30",,"0.03","0.0","0","64","52",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-01",,"0.61","0.0","0","55","50",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-02",,"0.00","0.0","0","55","49",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-03",,"0.13","0.0","0","58","45",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-04",,"0.58","0.0","0","56","46",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-05",,"0.00","0.0","0","60","47",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-06",,"0.19","0.0","0","58","53",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-07",,"0.19","0.0","0","62","48",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-08",,"0.09","0.0","0","66","55",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-09",,"0.30","0.0","0","60","46",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-10",,"0.00","0.0","0","54","43",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-11",,"0.00","0.0","0","56","42",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-12",,"0.00","0.0","0","59","42",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-13",,"0.00","0.0","0","57","39",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-14",,"0.43","0.0","0","56","49",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-15",,"0.17","0.0","0","61","53",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-16",,"0.03","0.0","0","64","57",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-17",,"0.01","0.0","0","61","50",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-18",,"0.00","0.0","0","51","48",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-19",,"0.00","0.0","0","55","48",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-20",,"0.00","0.0","0","53","41",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-21",,"0.00","0.0","0","51","35",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-22",,"0.00","0.0","0","57","50",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-23",,"0.03","0.0","0","56","49",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-24",,"0.00","0.0","0","53","46",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-25",,"0.00","0.0","0","51","47",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-26",,"0.00","0.0","0","50","47",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-27",,"0.00","0.0","0","53","45",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-28",,"0.00","0.0","0","56","49",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-29",,"0.03","0.0","0","56","48",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-30",,"0.39","0.0","0","50","48",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-10-31",,"0.01","0.0","0","54","47",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-01",,"0.00","0.0","0","57","47",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-02",,"0.01","0.0","0","63","51",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-03",,"0.15","0.0","0","58","49",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-04",,"0.00","0.0","0","60","48",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-05",,"0.01","0.0","0","54","46",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-06",,"0.00","0.0","0","49","42",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-07",,"0.04","0.0","0","54","39",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-08",,"0.75","0.0","0","54","46",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-09",,"0.37","0.0","0","55","45",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-10",,"0.31","0.0","0","52","46",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-11",,"0.18","0.0","0","55","49",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-12",,"0.15","0.0","0","54","46",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-13",,"0.01","0.0","0","55","45",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-14",,"0.02","0.0","0","49","45",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-15",,"0.01","0.0","0","50","44",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-16",,"0.11","0.0","0","50","39",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-17",,"0.00","0.0","0","45","34",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-18",,"0.00","0.0","0","44","34",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-19",,"0.00","0.0","0","50","34",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-20",,"0.00","0.0","0","59","49",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-21",,"0.00","0.0","0","57","44",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-22",,"0.01","0.0","0","45","42",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-23",,"0.00","0.0","0","48","42",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-24",,"0.00","0.0","0","43","39",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-25",,"0.03","0.0","0","48","34",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-26",,"0.12","0.0","0","48","44",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-27",,"0.00","0.0","0","47","44",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-28",,"0.00","0.0","0","45","38",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-29",,"0.00","0.0","0","41","35",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-11-30",,"0.01","0.0","0","45","36",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-01",,"0.01","0.0","0","44","37",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-02",,"0.00","0.0","0","43","34",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-03",,"0.00","0.0","0","40","32",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-04",,"0.00","0.0","0","41","31",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-05",,"0.00","0.0","0","42","29",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-06",,"0.00","0.0","0","48","30",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-07",,"0.26","0.0","0","47","37",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-08",,"0.30","0.0","0","52","44",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-09",,"0.90","0.0","0","54","44",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-10",,"0.10","0.0","0","49","43",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-11",,"0.00","0.0","0","49","42",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-12",,"0.03","0.0","0","50","43",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-13",,"0.00","0.0","0","47","38",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-14",,"0.00","0.0","0","44","40",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-15",,"0.00","0.0","0","42","37",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-16",,"0.00","0.0","0","42","38",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-17",,"0.00","0.0","0","41","31",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-18",,"0.00","0.0","0","42","35",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-19",,"0.00","0.0","0","37","32",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-20",,"0.00","0.0","0","44","29",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-21",,"0.06","0.0","0","45","35",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-22",,"0.01","0.0","0","51","40",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-23",,"0.01","0.0","0","44","36",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-24",,"0.20","0.0","0","50","37",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-25",,"0.02","0.0","0","52","40",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-26",,"0.23","0.0","0","47","40",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-27",,"0.00","0.0","0","43","38",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-28",,"0.58","0.0","0","50","38",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-29",,"0.44","0.0","0","50","40",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-30",,"0.44","0.0","0","45","40",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1928-12-31",,"0.10","0.0","0","46","41",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-01",,"0.47","0.0","0","47","41",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-02",,"0.48","0.0","0","47","43",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-03",,"0.00","0.0","0","46","40",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-04",,"0.00","0.0","0","45","38",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-05",,"0.00","0.0","0","42","34",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-06",,"0.00","0.0","0","40","30",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-07",,"0.00","0.0","0","43","29",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-08",,"0.00","0.0","0","39","34",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-09",,"0.00","0.0","0","37","33",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-10",,"0.00","0.0","0","37","31",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-11",,"0.00","0.0","0","38","33",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-12",,"0.00","0.0","0","38","33",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-13",,"0.04","0.0","0","41","31",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-14",,"0.01","0.0","0","43","39",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-15",,"0.00","0.0","0","44","37",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-16",,"0.00","0.0","0","42","30",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-17",,"0.06","0.0","0","44","38",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-18",,"0.04","0.0","0","43","32",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-19",,"0.00","0.0","0","36","27",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-20",,"0.00","0.0","0","35","24",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-21",,"0.01","0.2","0","36","28",,,,,,,,,,,,,,,,,"    1","    1"
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-22",,"0.00","0.0","0","35","25",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-23",,"0.00","0.2","0","29","19",,,,,,,,,,,,,,,,,,"    1"
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-24",,"0.19","0.8","0","42","28",,,,,,,,,,,,,,,,,"    1","    1"
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-25",,"0.02","0.0","0","45","35",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-26",,"0.00","0.0","0","42","22",,,,,,,,,,,,,,,,,,"    1"
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-27",,"0.12","0.1","0","24","20",,,,,,,,,,,,,,,,,,"    1"
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-28",,"0.59","7.0","6","31","18",,,,,,,,,,,,,,,,,,"    1"
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-29",,"0.21","2.7","6","30","19",,,,,,,,,,,,,,,,,,"    1"
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-30",,"0.00","0.1","5","32","19",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-01-31",,"0.30","0.0","4","33","26",,,,,,,,,,,,,,,,,,"    1"
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-01",,"0.35","7.0","9","32","28",,,,,,,,,,,,,,,,,,"    1"
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-02",,"0.00","0.0","8","34","28",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-03",,"0.00","0.0","8","34","24",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-04",,"0.00","0.0","7","36","26",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-05",,"0.00","0.0","7","37","27",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-06",,"0.00","0.0","6","36","23",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-07",,"0.00","0.0","6","36","18",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-08",,"0.00","0.0","6","38","18",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-09",,"0.00","0.0","5","42","23",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-10",,"0.00","0.0","5","45","24",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-11",,"0.00","0.0","4","45","28",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-12",,"0.00","0.0","4","42","26",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-13",,"0.00","0.0","3","43","27",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-14",,"0.00","0.0","3","42","28",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-15",,"0.01","0.0","2","39","32",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-16",,"0.02","0.0","1","43","37",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-17",,"0.02","0.0","0","40","36",,,,,,,,,,,,,,,,,"    1",
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-18",,"0.00","0.0","0","40","30",,,,,,,,,,,,,,,,,,
"USW00024281","SEATTLE PORTAGE BAY, WA US","1929-02-19",,"0.00","0.0","0","45","36",,,,,,,,,,,,,,,,,"    1",
